word_id,word,frequency
448,texas,697
449,biography,697
450,reading,697
451,lover,696
452,western,695
453,literature,694
454,water,693
455,reference,693
456,ivy,692
457,poetry,692
458,fantasy,690
459,dance,689
460,college,689
461,dtv,688
462,charle,687
463,collins,687
464,horse,685
465,bird,684
466,hunter,684
467,wesley,684
468,parent,683
469,sun,683
470,queen,683
471,diane,681
472,charlotte,679
473,talk,678
474,tell,677
475,cross,677
476,service,676
477,dummy,673
478,practical,672
479,clark,671
480,laurel,670
481,kiss,668
482,natural,668
483,minotaur,667
484,winter,666
485,judy,666
486,larry,665
487,encyclopedia,661
488,patrick,661
489,lisa,660
490,design,660
491,intrigue,659
492,sale,659
493,music,658
494,avail,657
495,general,656
496,grow,656
497,joy,655
498,jackson,655
499,wood,655
500,point,655
501,educational,654
502,hodder,652
503,dan,650
504,walk,650
505,anderson,649
506,los,648
507,wife,647
508,witch,647
509,fear,646
510,gift,645
511,grace,643
512,culture,643
513,jennifer,640
514,digest,639
515,nature,639
516,want,638
517,personal,638
518,franklin,637
519,dorothy,635
520,norman,633
521,perfect,631
522,california,631
523,introduction,631
524,dutton,629
525,select,629
526,money,628
527,national,628
528,midnight,627
529,care,625
530,heaven,623
531,spiritual,622
532,wedding,621
533,truth,620
534,let,620
535,faith,620
536,worldwide,619
537,teach,617
538,simple,616
539,forge,616
540,social,615
541,kathleen,615
542,spell,615
543,passion,615
544,legend,614
545,tim,614
546,space,613
547,long,612
548,hope,611
549,les,610
550,tyndale,608
551,zondervan,608
552,bethany,606
553,llewellyn,602
554,planeta,602
555,anthology,601
556,promise,599
557,marie,599
558,hero,598
559,ny,598
560,chicago,595
561,grove,593
562,essential,592
563,ross,592
564,robinson,591
565,betty,589
566,crown,589
567,sharon,589
568,francis,588
569,jan,587
570,kill,586
571,essay,585
572,addison,584
573,griffin,583
574,mike,582
575,edicione,582
576,katherine,579
577,network,578
578,saga,575
579,barron,575
580,creative,574
581,help,573
582,vampire,573
583,mr,573
584,hand,572
585,silver,572
586,sky,571
587,frankfurt,571
588,return,570
589,companion,570
590,computer,570
591,note,569
592,hardy,567
593,eat,567
594,ian,566
595,france,565
596,need,563
597,australia,562
598,london,560
599,doctor,559
600,potter,558
601,color,558
602,manual,556
603,prince,555
604,ken,554
605,circle,554
606,devil,553
607,deborah,551
608,strange,550
609,lgf,550
610,brother,550
611,daw,550
612,virginia,549
613,moore,548
614,memory,548
615,bind,547
616,treasure,544
617,right,541
618,rebecca,540
619,center,540
620,spotlight,540
621,isaac,537
622,create,536
623,jr,535
624,fireside,532
625,harpersanfrancisco,532
626,stuart,531
627,law,530
628,louise,530
629,noble,530
630,level,529
631,bay,527
632,julie,527
633,state,526
634,thompson,525
635,morris,525
636,un,525
637,sue,524
638,sam,524
639,lie,523
640,barry,523
641,max,523
642,quest,523
643,et,523
644,association,523
645,canada,521
646,rule,521
647,francine,521
648,question,520
649,south,520
650,ben,519
651,rock,519
652,choice,515
653,honor,514
654,anna,512
655,legacy,512
656,bernard,511
657,editorial,511
658,stoughton,510
659,marion,510
660,journal,509
661,face,508
662,marilyn,508
663,park,506
664,leonard,506
665,b,504
666,myth,503
667,suzanne,503
668,atria,502
669,gay,502
670,cambridge,501
671,happy,501
672,ray,500
673,walt,499
674,victoria,498
675,lesson,497
676,touchstone,497
677,chris,497
678,super,497
679,system,496
680,heal,495
681,stine,493
682,ullstein,492
683,pearson,492
684,harris,491
685,autobiography,491
686,voice,490
687,future,489
688,maria,488
689,allan,488
690,dawn,488
691,beauty,487
692,asimov,487
693,jerry,487
694,albert,486
695,fox,486
696,spectra,485
697,kay,484
698,picador,483
699,knight,483
700,intl,483
701,strategy,483
702,hunt,482
703,herbert,481
704,ancient,479
705,apple,479
706,princess,479
707,donna,478
708,pat,476
709,sleep,476
710,fact,476
711,fun,476
712,take,475
713,roc,475
714,key,475
715,dinosaur,475
716,martha,474
717,sitter,474
718,ring,473
719,ultimate,472
720,caroline,472
721,movie,471
722,program,471
723,delacorte,470
724,morgan,470
725,c,470
726,magazine,470
727,pascal,469
728,jill,469
729,survival,469
730,onyx,468
731,parker,468
732,number,468
733,win,468
734,emma,467
735,warrior,466
736,stern,466
737,window,466
738,kevin,465
739,thrift,464
740,dave,464
741,saint,464
742,diamond,464
743,harold,464
744,technique,462
745,smithmark,462
746,kenneth,461
747,portrait,461
748,bridge,461
749,kindersley,460
750,graf,460
751,edge,459
752,campbell,459
753,cynthia,459
754,room,458
755,gray,457
756,save,457
757,bell,457
758,evans,457
759,generation,456
760,prayer,456
761,ellis,456
762,storm,455
763,darkness,454
764,lois,454
765,macdonald,454
766,idea,454
767,vision,453
768,stanley,453
769,bloomsbury,453
770,paradise,453
771,dennis,453
772,healing,452
773,fairy,452
774,microsoft,452
775,rice,451
776,hamilton,451
777,tony,450
778,remember,449
779,pamela,448
780,suhrkamp,447
781,frederick,447
782,jo,445
783,n,444
784,wing,444
785,project,444
786,break,443
787,page,442
788,craig,442
789,lion,442
790,russell,441
791,eine,440
792,dunlap,440
793,touch,439
794,sara,439
795,path,439
796,entertainment,439
797,healthy,439
798,discovery,438
799,holiday,438
800,town,437
801,piper,436
802,nora,436
803,trouble,436
804,today,435
805,miracle,434
806,ab,434
807,ice,433
808,line,433
809,rick,433
810,carl,432
811,sword,430
812,everyday,430
813,t,430
814,fly,429
815,gregory,428
816,bone,427
817,gardner,427
818,management,427
819,neil,426
820,hour,426
821,rich,425
822,rose,425
823,watson,425
824,teacher,424
825,irish,422
826,cold,422
827,answer,422
828,peace,421
829,fodor,421
830,cooper,421
831,living,421
832,grosset,420
833,jesus,419
834,natl,417
835,jordan,417
836,success,417
837,jay,416
838,flower,416
839,sport,415
840,wall,414
841,jon,414
842,wright,413
843,higgins,413
844,snow,413
845,beverly,413
846,ron,413
847,hot,413
848,comic_strip,412
849,plaza,411
850,early,411
851,victor,410
852,justice,410
853,benjamin,409
854,julia,407
855,stephanie,407
856,mrs,407
857,harrison,407
858,meditation,407
859,spanish,406
860,raymond,406
861,pantheon,406
862,battle,405
863,eos,405
864,r,405
865,web,404
866,plan,404
867,sloan,403
868,keene,403
869,berenstain,403
870,limit,403
871,canadian,402
872,keith,402
873,knaur,400
874,jeff,400
875,start,400
876,understand,399
877,practice,399
878,card,399
879,shape,399
880,collector,399
881,rough,399
882,broadway,397
883,fat,397
884,southern,397
885,editor,397
886,beginner,396
887,monster,396
888,craft,396
889,england,396
890,hart,396
891,taschenbuch,395
892,deep,395
893,alex,394
894,grant,393
895,glass,393
896,dangerous,393
897,warren,392
898,burn,392
899,official,392
900,cooking,392
901,deadly,391
902,foster,391
903,minute,390
904,treasury,390
905,skylark,390
906,stranger,389
907,image,389
908,lucy,389
909,adult,389
910,think,388
911,collect,388
912,courage,388
913,owl,387
914,multnomah,386
915,theory,386
916,al,385
917,leslie,385
918,reflection,385
919,las,384
920,original,384
921,mouse,384
922,guy,384
923,orion,384
924,review,383
925,ralph,382
926,christine,381
927,delta,380
928,popular,380
929,nicholas,380
930,trail,380
931,board,380
932,speak,379
933,publications,379
934,jeffrey,379
935,cowboy,379
936,bradley,378
937,twin,378
938,favorite,378
939,politic,377
940,forget,377
941,unknown,377
942,bronte,377
943,twentieth,377
944,build,377
945,joanna,376
946,mit,376
947,savage,375
948,pet,374
949,steel,374
950,open,374
951,murphy,373
952,lake,373
953,kennedy,373
954,gail,373
955,final,373
956,film,373
957,adam,372
958,edgar,372
959,castle,372
960,kathryn,372
961,fortune,371
962,major,371
963,detective,370
964,critical,369
965,discover,369
966,spring,368
967,rain,368
968,past,368
969,michel,367
970,distribooks,367
971,problem,367
972,party,367
973,relationship,367
974,laurie,367
975,leave,366
976,perry,366
977,dicken,366
978,revolution,366
979,sagebrush,366
980,turn,364
981,meet,364
982,choose,364
983,hide,364
984,matthew,364
985,lu,363
986,perseus,363
987,palmer,362
988,horror,362
989,chance,361
990,inner,361
991,elaine,361
992,peters,360
993,medicine,360
994,doyle,360
995,d,360
996,psychology,359
997,jessica,359
998,l,359
999,everyman,358
1000,freedom,358
1001,workman,358
1002,f,358
1003,course,358
1004,universe,358
1005,p,357
1006,indian,357
1007,double,356
1008,professional,356
1009,greg,355
1010,sally,355
1011,door,355
1012,carter,355
1013,middle,354
1014,ntc,354
1015,distribute,353
1016,prima,353
1017,nick,352
1018,killer,352
1019,row,352
1020,tolkien,351
1021,weight,351
1022,bright,351
1023,approach,351
1024,inspire,351
1025,civil,351
1026,experience,351
1027,evil,350
1028,month,350
1029,marc,349
1030,barne,349
1031,meredith,349
1032,kitchen,348
1033,sin,348
1034,s,347
1035,quick,347
1036,affair,346
1037,research,346
1038,use,345
1039,shambhala,345
1040,tradition,345
1041,destiny,344
1042,o,343
1043,rachel,343
1044,marshall,343
1045,bk,343
1046,dorle,343
1047,virgin,342
1048,east,342
1049,clarke,341
1050,race,341
1051,pearl,340
1052,seuil,340
1053,mitchell,340
1054,peterson,340
1055,chicken,339
1056,current,339
1057,atlantic,338
1058,spy,338
1059,act,338
1060,editore,338
1061,job,338
1062,carole,337
1063,leigh,337
1064,headline,336
1065,diogenes,336
1066,mcclelland,335
1067,wayne,335
1068,medical,335
1069,element,334
1070,fred,334
1071,tome,333
1072,mysterious,333
1073,stan,332
1074,shirley,331
1075,style,331
1076,colin,331
1077,wordsworth,330
1078,oscar,330
1079,common,330
1080,holmes,330
1081,blake,329
1082,brain,329
1083,tip,329
1084,den,328
1085,thought,328
1086,wallace,328
1087,united,328
1088,speed,327
1089,jose,327
1090,wish,327
1091,editions,327
1092,consortium,327
1093,shaw,327
1094,clifford,326
1095,confession,326
1096,sacred,326
1097,routledge,326
1098,gerald,325
1099,kelly,325
1100,train,325
1101,cole,325
1102,garfield,325
1103,soup,324
1104,austen,324
1105,barnes,324
1106,brooks,323
1107,philosophy,323
1108,pierre,323
1109,claire,323
1110,cartland,323
1111,morning,322
1112,lane,322
1113,penny,320
1114,view,320
1115,force,320
1116,sign,318
1117,twain,318
1118,matter,318
1119,greene,318
1120,andre,318
1121,private,317
1122,artist,317
1123,europe,316
1124,odyssey,316
1125,winston,316
1126,wendy,315
1127,angela,315
1128,flight,315
1129,baseball,315
1130,paula,314
1131,rainbow,314
1132,ronald,314
1133,amanda,313
1134,foundation,313
1135,aus,312
1136,china,312
1137,barbour,312
1138,creek,312
1139,da,311
1140,internet,311
1141,harvard,311
1142,samuel,311
1143,voyage,311
1144,student,310
1145,riverhead,310
1146,andrea,310
1147,career,310
1148,cohen,310
1149,gate,310
1150,annie,309
1151,idiot,309
1152,hard,309
1153,diet,308
1154,phyllis,308
1155,freeman,308
1156,paris,308
1157,grade,307
1158,dear,307
1159,literary,307
1160,rita,306
1161,que,306
1162,puzzle,306
1163,african,306
1164,phoenix,306
1165,thunder,306
1166,bed,305
1167,empire,303
1168,g,303
1169,british,303
1170,kathy,303
1171,smart,303
1172,maggie,303
1173,terror,302
1174,moody,302
1175,order,302
1176,chase,302
1177,mirror,301
1178,kim,301
1179,rosemary,301
1180,box,300
1181,direction,300
1182,visual,300
1183,joke,300
1184,camp,300
1185,debbie,300
1186,principle,299
1187,globe,299
1188,arnold,299
1189,information,299
1190,alison,299
1191,fine,298
1192,cry,298
1193,webster,298
1194,pooh,297
1195,kind,297
1196,wonder,297
1197,dk,297
1198,sir,296
1199,hell,296
1200,heinemann,295
1201,hudson,295
1202,nation,295
1203,church,295
1204,control,295
1205,japanese,295
1206,daily,294
1207,forest,293
1208,rabbit,293
1209,beautiful,292
1210,class,292
1211,explore,292
1212,heather,292
1213,verlagsanstalt,291
1214,bank,291
1215,bennett,291
1216,osborne,291
1217,herman,291
1218,silent,290
1219,eden,290
1220,egmont,290
1221,peggy,290
1222,abrams,290
1223,applicable,290
1224,see,289
1225,mariner,289
1226,ryan,289
1227,museum,289
1228,revenge,288
1229,tower,288
1230,jackie,288
1231,dale,288
1232,poet,288
1233,test,288
1234,jeremy,288
1235,murray,288
1236,public,288
1237,hugh,288
1238,rider,287
1239,publishers,286
1240,birth,286
1241,wells,286
1242,famous,286
1243,sunset,286
1244,cameron,286
1245,valerie,285
1246,survive,285
1247,hollywood,285
1248,technology,285
1249,anita,284
1250,desert,284
1251,kingdom,284
1252,dunne,284
1253,traveler,284
1254,sound,284
1255,san,284
1256,dixon,283
1257,machine,283
1258,call,283
1259,livre,283
1260,cathy,283
1261,phillip,283
1262,sheila,282
1263,clive,282
1264,doris,282
1265,husband,282
1266,gabriel,281
1267,garcia,281
1268,tiger,281
1269,stevenson,281
1270,amazing,280
1271,news,279
1272,ashley,279
1273,low,279
1274,pier,279
1275,turner,279
1276,soldier,278
1277,record,278
1278,celebration,278
1279,matt,277
1280,raise,276
1281,conan,276
1282,fish,276
1283,trust,276
1284,lesbian,276
1285,ministry,276
1286,lost,275
1287,spencer,275
1288,jeanne,274
1289,feel,274
1290,porter,274
1291,stay,273
1292,religion,273
1293,eleanor,272
1294,friedman,272
1295,th,272
1296,mason,272
1297,code,272
1298,h,272
1299,oliver,271
1300,ma,271
1301,arrow,271
1302,harvey,271
1303,roy,270
1304,anagrama,270
1305,pleasure,270
1306,alianza,269
1307,enemy,269
1308,rinehart,269
1309,dress,268
1310,italian,268
1311,nachf,268
1312,chinese,268
1313,head,268
1314,longman,268
1315,droemersche,267
1316,plain,267
1317,dailey,267
1318,happen,266
1319,irving,266
1320,poche,266
1321,air,265
1322,eve,265
1323,drive,265
1324,states,265
1325,rodale,265
1326,fisher,264
1327,atheneum,264
1328,glory,264
1329,beach,263
1330,duncan,262
1331,mexico,262
1332,alien,262
1333,set,262
1334,beast,261
1335,lamb,261
1336,fight,261
1337,montgomery,261
1338,production,261
1339,clancy,260
1340,wonderful,260
1341,quinn,260
1342,making,260
1343,plant,260
1344,cliff,260
1345,mean,259
1346,malcolm,259
1347,thomson,259
1348,timothy,259
1349,leo,258
1350,block,258
1351,danielle,258
1352,zone,258
1353,tomorrow,258
1354,beacon,258
1355,yale,258
1356,phillips,257
1357,catch,257
1358,childhood,257
1359,fast,256
1360,watch,256
1361,dahl,256
1362,joanne,256
1363,jacqueline,256
1364,ford,256
1365,fourth,256
1366,japan,256
1367,graphic,255
1368,flame,255
1369,zimmer,255
1370,iii,255
1371,gramercy,255
1372,crystal,254
1373,wheel,254
1374,royal,254
1375,nathaniel,253
1376,wilde,253
1377,date,253
1378,teaching,253
1379,grand,253
1380,leben,253
1381,development,253
1382,bonnie,253
1383,lone,253
1384,vegetarian,252
1385,giant,252
1386,president,252
1387,escape,252
1388,wrong,252
1389,junior,252
1390,crazy,251
1391,lynne,251
1392,sherlock,251
1393,jewish,251
1394,rescue,250
1395,stop,250
1396,challenge,250
1397,jenny,250
1398,marry,249
1399,prime,249
1400,gilbert,249
1401,en,248
1402,daddy,248
1403,tracy,248
1404,ireland,248
1405,times,248
1406,wait,247
1407,thief,247
1408,geographic,247
1409,spider,247
1410,mills,247
1411,solution,247
1412,gene,247
1413,request,247
1414,storybook,247
1415,tokyopop,247
1416,bond,246
1417,training,246
1418,michelle,246
1419,princeton,246
1420,kent,245
1421,sing,245
1422,count,245
1423,janice,245
1424,topaz,245
1425,mom,244
1426,montana,244
1427,zen,244
1428,ink,244
1429,farm,243
1430,dial,243
1431,activity,243
1432,heritage,243
1433,chapter,243
1434,johnston,243
1435,learning,243
1436,pop,243
1437,edith,242
1438,edwards,242
1439,romantic,242
1440,sense,241
1441,btb,241
1442,action,241
1443,court,241
1444,connie,241
1445,beth,241
1446,kit,241
1447,almanac,241
1448,evelyn,241
1449,wine,240
1450,pratchett,240
1451,z,240
1452,list,240
1453,native,240
1454,keep,240
1455,drama,239
1456,institute,239
1457,base,239
1458,single,239
1459,todd,238
1460,consumer,238
1461,dist,238
1462,silence,237
1463,wise,237
1464,hay,237
1465,juan,237
1466,pig,236
1467,sylvia,236
1468,frontier,236
1469,antonio,236
1470,cycle,236
1471,millennium,236
1472,conrad,235
1473,fair,235
1474,paint,235
1475,pequot,235
1476,karl,235
1477,davidson,235
1478,betsy,235
1479,andy,235
1480,steal,235
1481,marjorie,235
1482,harperentertainment,234
1483,origin,234
1484,lori,234
1485,week,234
1486,say,233
1487,passage,233
1488,begin,233
1489,oz,233
1490,team,232
1491,luis,232
1492,revise,232
1493,rogue,232
1494,sexual,232
1495,stand,231
1496,reynolds,231
1497,laurence,231
1498,friendship,231
1499,wilderness,231
1500,mann,230
1501,hoffman,230
1502,staff,230
1503,frommer,230
1504,ball,230
1505,reed,230
1506,tie,229
1507,hannah,229
1508,close,229
1509,brenda,229
1510,hawthorne,228
1511,beat,228
1512,dana,227
1513,michaels,227
1514,gardening,227
1515,harmony,226
1516,nightmare,226
1517,incorporate,226
1518,ground,225
1519,santa,225
1520,plc,225
1521,main,225
1522,bailey,225
1523,suspense,225
1524,ich,225
1525,loss,225
1526,chandler,224
1527,ask,224
1528,conversation,224
1529,roald,223
1530,matthews,223
1531,games,223
1532,geoffrey,223
1533,heat,223
1534,marcia,223
1535,holy,222
1536,lectorum,222
1537,resource,222
1538,german,222
1539,ash,221
1540,britain,221
1541,unicorn,221
1542,charlie,221
1543,sinclair,221
1544,dad,220
1545,una,220
1546,brand,220
1547,tuttle,220
1548,mario,220
1549,sand,220
1550,ward,220
1551,herb,220
1552,realm,219
1553,methuen,219
1554,wilhelm,219
1555,amy,218
1556,whisper,218
1557,blind,218
1558,cleary,218
1559,sell,218
1560,chocolate,217
1561,tyler,217
1562,extraordinary,217
1563,myers,217
1564,yearle,217
1565,christ,217
1566,method,217
1567,vietnam,217
1568,seal,217
1569,cd,217
1570,report,216
1571,successful,216
1572,insight,216
1573,distribution,216
1574,patterson,215
1575,georgia,215
1576,lauren,215
1577,han,215
1578,steeple,215
1579,ursula,215
1580,lyon,215
1581,x,215
1582,cover,215
1583,bachelor,215
1584,harperresource,215
1585,move,214
1586,sheldon,214
1587,americans,214
1588,carr,214
1589,overlook,214
1590,source,213
1591,isabel,213
1592,rex,213
1593,quilt,213
1594,harriet,213
1595,gloria,213
1596,testament,212
1597,mccaffrey,212
1598,leon,212
1599,trial,212
1600,triumph,212
1601,teen,212
1602,name,212
1603,il,212
1604,africa,212
1605,rand,212
1606,francisco,212
1607,gospel,211
1608,eva,211
1609,political,211
1610,whitman,211
1611,singer,211
1612,jule,211
1613,lindsay,211
1614,haunted,211
1615,blaze,211
1616,serpent,211
1617,franz,211
1618,sesame,211
1619,wolfe,210
1620,sullivan,210
1621,teenage,210
1622,manage,210
1623,mistress,210
1624,tragedy,210
1625,cop,210
1626,stein,210
1627,surprise,209
1628,candlewick,209
1629,foreign,209
1630,pacific,208
1631,deception,208
1632,hawk,208
1633,swan,208
1634,catholic,208
1635,captain,208
1636,grey,208
1637,goddess,208
1638,drug,208
1639,berlitz,208
1640,auf,207
1641,nebraska,207
1642,theodore,207
1643,steinbeck,207
1644,cultural,207
1645,robertson,207
1646,eyewitness,207
1647,denise,207
1648,koontz,206
1649,enid,206
1650,fern,206
1651,keeper,206
1652,butler,206
1653,curtis,206
1654,earl,206
1655,julian,206
1656,cornwell,205
1657,valentine,205
1658,renaissance,205
1659,mortimer,205
1660,jake,205
1661,humanity,205
1662,kodansha,205
1663,buck,205
1664,madness,204
1665,revell,204
1666,teresa,204
1667,arm,204
1668,trip,204
1669,poe,204
1670,lead,204
1671,hat,204
1672,dare,204
1673,greek,204
1674,perspective,203
1675,celtic,203
1676,behavior,203
1677,eliot,203
1678,vicki,203
1679,global,203
1680,iris,202
1681,character,202
1682,vincent,202
1683,cut,202
1684,tour,202
1685,crisis,202
1686,inside,201
1687,scarlet,201
1688,villard,201
1689,financial,201
1690,witness,201
1691,trick,201
1692,meyer,201
1693,lace,201
1694,carlos,200
1695,economic,200
1696,sourcebook,200
1697,lucky,200
1698,happiness,200
1699,dee,200
1700,share,199
1701,perigee,199
1702,annual,199
1703,pope,199
1704,simpson,199
1705,shelley,198
1706,danger,198
1707,atlas,198
1708,liz,198
1709,wolfgang,198
1710,reid,198
1711,skill,198
1712,algonquin,198
1713,eugene,198
1714,greenberg,198
1715,scarry,198
1716,thriller,197
1717,independent,197
1718,berry,197
1719,academy,197
1720,fitzgerald,197
1721,clue,197
1722,lifestyle,197
1723,taste,197
1724,lloyd,197
1725,inspector,197
1726,marketing,197
1727,ride,197
1728,mack,197
1729,reality,196
1730,blyton,196
1731,map,196
1732,kaye,196
1733,debra,196
1734,hold,196
1735,christina,196
1736,workbook,196
1737,chapel,196
1738,mission,196
1739,fraser,196
1740,dem,195
1741,iron,195
1742,armstrong,195
1743,starfire,195
1744,barker,195
1745,poison,195
1746,inn,195
1747,jude,195
1748,scientific,195
1749,mask,195
1750,lindsey,195
1751,sanders,195
1752,mad,194
1753,ship,194
1754,jayne,194
1755,maureen,194
1756,carey,193
1757,encounter,193
1758,celebrate,193
1759,comedy,193
1760,person,193
1761,indiana,193
1762,baum,193
1763,constance,193
1764,evolution,192
1765,eileen,192
1766,june,192
1767,mar,192
